masked_text,labels
"plaintiffs assert that anton 's employment ceased in late 2004 or early 2005 and that they has served as an outside accounting consultant since that time . defendants point out , however , that barazi and anton signed state liquor - license applications after 2005 and that the state liquor - license applications name anton as a manager , managing officer , or managing agent .",1
"they is founder of buy rite office furniture and restaurant equipment , c.f.l . custom financing and leasing corporation , ams aviation maintenance and support corporation , winnipeg blueprinting company , homes & land realty corporation and realty zone of america corporation . they is a director on the board of directors for several corporations including canadian cooperative implements ltd . , superior bus manufacturing ltd . , mediation services and manitoba forward .",1
"prior to joining centre lane , they . shapiro was a senior auditor at deloitte focusing on financial services with a concentration in private equity . they . shapiro graduated from rutgers university with a bachelor of science in accounting .",0
"their responsibilities include accounts payable , accounts receivable , monthly reconciliations , data entry , assisting with quarterly and year - end reports , and assisting with budgeting and variance analysis .",1
"having commenced their career with the unilever group under the ex - vice chairman of unilever worldwide , they moved on to consulted with affiliates of spicer & pegler and price waterhouse coopers .",1
they . ferguson is responsible for the day - to - day oversight of various municipal and school audit engagements throughout bergen and passaic counties . they . ferguson received a bachelor of science degree from western michigan university .,0
"the firm was established in massachusetts in 1979 . they employ 7 people . they . michael j. cicoria is the owner , and any questions or problems should be directed to their attention . this firm holds massachusetts board of public accountancy certified public accountant license # 5256 .",1
"the more the new york city - based planner looks at the new retirement product , the more they thinks cpas are missing out on a potentially lucrative market .",0
"adam is a graduate of illinois state university . they specializes in supporting the endeavors of investment banking firms in connection with debt restructuring transactions for public entities . provides income tax services for individuals and corporations , quickbooks and mybackoffice ...",1
narine joined syunik - development ngo in the end of 2013 . their previous work included assistant accountant of yeghegnadzor gitelik university . narine has a bachelor 's degree in economic and is currently pursuing their master degree at yerevan haybusak university .,0
they now works in educating future accountants and dabbles with a side gig in photography . they squeezes this in between chasing their three small children around and keeping their marriage alive and well . the little blog that started out nearly four years ago as a means for their mom to see their kids has turned into another part - time career in the land of the internet .,0
"they has operated their own accounting practice for over 35 years . they also has an outstanding record of leadership and achievement in their corporate experience , having been chief financial officer and controller of publicly traded and privately held companies . they has experience in eight distinct industries , as well as , "" big 4 "" public accounting experience . they obtained their bachelors of science degree in accounting from lasalle university .",1
before founding control capability they spent 25 years in the oil and gas industry working for international operating companies in senior group and operational finance roles . they has spent extensive time overseas in africa and asia as well as in the north sea and european hqs .,1
"they is a management consultant specializing in the accounting and the operations of the manufacturing and the processing industries . they is a board member and the treasurer of islamic foundation of villa park , il .",1
"their experience also extends to managing and advising a number of clients in relation to their company secretarial requirements . they mucciacciaro advised clients across a range of industries including energy and resources . their work , including two major western australian government contracts , has enabled them to travel throughout western australia and internationally . they joined grant thornton in 2008 and , prior to that , was director of bdo and horwath .",1
"yash has previously served as finance director for waybridge financial group plc , reliance trade corp plc , agri trade , aburi capital and has extensive experience in banking , operations and budgeting .",1
"they also specializes in long term care insurance and has a tax / financial planning / ltc insurance practice in houston , texas . they can be reached at 281 - 486 - 7358 or dhalloway@aol.com",0
"they endeavors brilliantly at imparting useful information and insights on accounting and its application in the present day . for instance : feed on side business taxes , disputing an audit , and non - cash income among others . to know more please go through this one of the best accounting blog now .",1
they obtained their bachelor of science degree in accounting from the ogun state university in 1995 . they is an associate member of the institute of chattered accountant of nigeria ( ican ) .,0
"tyra , cpa , pllc ; a firm that specializes in providing advisory services and business process outsourcing to startups , entrepreneurs and small businesses nationwide . they is a regular contributor to bitcoin magazine , where they writes about tax , accounting and regulatory issues affecting individuals and firms using bitcoin as a payment medium and store of wealth .",1
"since 1991 they has provided independent financial management support to small and medium sized businesses in a variety of different fields , including the charitable sector , the travel industry and both retail and manufacturing sectors . they has been involved with child bereavement uk since its beginning in 1994 , initially in a purely professional capacity , then , in 2002 , joining the board as a trustee for 12 years , including 2 years as acting chairman , and acting as company secretary . since formally retiring from the board in 2014 , mark continued their involvement with the charity both as company secretary and as a seconded board member , re - joining as a full trustee in may 2018 .",1
"an entrepreneur who owns and runs an art leasing company , rachel also volunteers at bonnie lee farm as board treasurer and chair of their foundation . their interests include collecting art , golfing , and singing in the choir at saint mary ’s basilica . an avid gardener , they is a member of the atlantic rhododendron and horticultural society . with all this going on , rachel and their husband , donald mitchell ( professor emeritus at dal ) , are regular concert - goers . they have been loyal symphony supporters and subscribers for over ten years .",0
"they is a founding board member for dress for success , and served as a former board member of ymca of southern nevada and as a united way they 's leadership council general member . they is a member of the american institute of certified public accountants , a graduate of arizona state university 's school of business and honors college , and has held the certified information systems auditor designation .",0
"allen stambaugh has experience as an auditor of large and small businesses . they also has experience preparing tax returns for both individuals and businesses . currently , allen stambaugh focuses on tax preparation and accounting for businesses and individuals .",1
they has been a member of chesser financial since 2000 and has more than 30 years ’ experience in public and private retirement planning . bryan is the former cfo of the state university retirement system ( surs ) and a recognized educator / speaker with the wealth and wisdom institute . they is also author of “ confessions of a cpa ” and co - author of “ dental wealth ” and “ life science . ”,1
"a mother to a 2 year old bubbly toddler who keeps their on their toes . a bibliophile and avid blogger , they writes about parenting , they at work , relationships , short stories and micro fiction of late . they is passionate about their career and aspire to reach heights.read their winning post here .",0
"prior to joining davies & monahan , p.c . , they was a tax manager at pricewaterhousecoopers and a member of the tax department at grant thornton . they holds a master of science in taxation from bentley college and a bachelor of science in management from the university of massachusetts . kelly is a member of the american institute of certified public accountants and the massachusetts society of certified public accountants .",0
"after graduating from the university of toledo in 1979 , jennifer worked for several cpa firms in different states , moving with a husband in the military . jennifer also has a diverse background in private accounting , from their experience as a controller in different industries . jennifer 's unique background combining tax , accounting and management has made their a valuable member of the firm . they primarily handles tax representation cases and has been very successful in settling federal , state and local tax liabilities . jennifer and the mockensturm , ltd tax resolution staff believe in handling each case on an individual basis , applying specific , unique strategies to resolve the client 's problems . what works for one client may not be the best solution for another .",0
"they recalled visiting israel from the united states in the summer of 2001 , at the height of the second intifada , and being cooped up with their children in their parents ’ home because they felt like they could n’t go out to restaurants or cafes . they returned with their family to new york on september 10 , 2001 , just a day before the world trade center attack . after 9/11 , new yorkers also launched campaigns to help out downtown restaurants and bars , which were struggling to attract customers in the aftermath of the terror attacks and amid concerns about air quality in downtown manhattan .",1
"working with different - sized financial institutions , traci has developed an understanding of how successful financial institutions operate and focuses on building relationships with multiple levels of executive management and staff . with their clients exclusively in one industry , traci is able to focus their energies , professional education , and skills for the direct benefit of their clientele . their expertise gives a value - added feature to become a “ resource ” beyond the accounting and tax compliance needs of their clients .",0
they has financial expertise and lived experience as a foster parent . sue and their husband jim have fostered 8 children and developed a successful trauma informed approach to parenting some very troubled young people . sue and jim 's children have developed into settled and happy individuals . sue uses what they and jim have learned over the years to train other adopters and foster parents . this knowledge and expertise fits very well with wave 's current work on adverse childhood experiences . the board are very happy to welcome sue to the team .,0
"they works with sbi capital markets ltd since 2010 . their day job involves debt syndication , debt resolution of stressed companies , structured finance as well as mergers and acquisition . they holds the position of asst vice president in the organization . their previous work experience includes working for valuation company to do business valuation and working with one of te big4 firms in taxation .",1
"they was recently named cfo of grant thornton llp , based in chicago . it is a new position at the accounting firm . reed will continue in the position of national director of finance .",1
"their business clients have been able to save on their taxes by using their expertise and tax strategies to take advantage of potential savings . and , if necessary , they is always ready to represent clients before the irs and other taxing authorities should a problem arise .",1
"they was national president of the tax institute in 2014 and is the co - author of two books : death and taxes and drafting trusts and will trusts in australia , both published by thomson reuters . recent examples of advice they has provided are amending trust deeds , the tax consequences of financing infrastructure projects and the application of part iva . they has acted for clients in relation to applications to remove a trustee , applications for freezing orders and in professional liability and contractual disputes concerning gst and income tax liabilities . the cases in which they has appeared include the following :",1
"they spent their early years in management accounts roles rather than in practice , which allows them to bring a hands - on , practical perspective to their clients ' requirements .",1
"they really hates a certain term . click to download this cannarant presented by canna rant is the op - ed section of northwest cannacast , and the opinions expressed do n’t necessarily reflect the views of …",1
"they has served individuals , businesses , and organizations in vallejo and the surrounding communities of solano county for more than a decade . customers have credited papish for offering competitive prices and for being able to implement minimization strategies that result in additional tax savings . they received the best of 2016 award in the times - herald ’s readers ’ choice competition , and they holds active memberships with the american institute of certified public accountants and california society of cpas . additional services include fund accounting , bookkeeping , and internal controls for nonprofits .",1
"they is currently chief financial officer of ellipses pharma , a london - based biotech firm focused exclusively on the development of innovative cancer treatments .",1
"in their non-​work time , they likes to walk for fitness , spend time with their family ( including their 91-​year old mother ) and support their kids and their sports teams . they and their husband , rick adopted two children from guatemala , and they are both busy teenagers . during the ten years that they has attended latin american heritage camp , they has acted as , marie has volunteered as auction coordinator , director and high school programming coordinator . they loves seeing how happy their kids are with the friends that they have made at camp . attending camp has helped both of their kids as they gain maturity and find their identities . working on the hcaf board will allow marie to give back to this organization in another capacity and they is excited to take on the challenge .",0
"they has over 40 years of experience in accounting and finance . they . baker is primarily responsible for maintaining the accuracy of both owner and tenant accounts . they strives to build trust and long - term relationships with clients by ensuring that quality and service exceed customer expectations . prior to joining the company , they . baker worked as an accountant and accounting manager for many years in hoa property management .",0
"they was seriously ill , their sinusitis developed into asthma , before starting cultivation . their husband suggested their to do some exercises in the park , so they learned falun gong in pandan perdana park .",0
"based in edinburgh , they is better known as the pseudonymous blogger , bishop hill – self - described as “ the dissentient afflicted with the malady of thought ” .",1
they has also earned the designation of certified florida sales and use tax auditor for the florida department of revenue . hershkowitz is the president and managing partner of the public accounting firm of hershkowitz & kunitzer .,1
"they . farrahar was the first chief financial officer of the company from its inception in 2013 through its initial public offering . they remained with the company as its secretary , only , from january 2015 until august 16 , 2017 , when they agreed to resume the cfo role . they . farrahar currently serves as chief financial officer for several small private biotech companies in the research and development stage . in 2013 , they joined a private governmental assistance startup as its cfo and director of human resources , helping with the sale of that company to a private entity in 2011 after it had grown to a multi - state operation with over 400 employees . in the late 1990 ’s , they was cfo of credit depot corp . ( a nasdaq listed entity ) .",1
"they was an assurance partner at pwc until 2011 , specialising in government and the broader public sector , including wide experience of internal audit . they was also chair of the internal audit standards advisory board ( iasab ) , as well as being the independent financial expert for the department of education . they is the chair of the nao ’s audit committee since december 2016 .",0
"they has held several senior management positions including chief executive officer at al - meezan investment bank limited , general manager at pakistan kuwait investment company , manager finance and operation at abu dhabi investment company and senior business analyst at exxon chemical ( pakistan ) ltd .",1
"duckworth specializes in audits for the construction , financial , health care and manufacturing sectors as well as for employee benefit plans and governments . they is a member of the colorado society of certified public accountants and american institute of certified public accountants . for more information about dalby , wendland & co. , call 243 - 1921 or visit the website at www.dalbycpa.com . recent post : benefits of audits can exceed the costs",0
"they is an expert in valuation and corporate finance services . keith joined kpmg in 2001 and worked for three years in the industrial markets audit practice prior to joining the valuations and corporate finance group in 2004 , and earned a queen ’s mba in 2008 . they provides advisory services to a number of public and private sector clients including sec , ifrs and canadian listed public companies operating in a wide range of industries including mining , forestry , oil & gas services , technology , real - estate , consumer ( restaurants , apparel , distribution ) , private equity and financial institutions . they is a member of the association for corporate growth ( acg ) and is a chartered business valuator , and currently sits on the board of the canadian institute of chartered business valuators .",1
"they has worked mainly in media but started their career in public sector audit , specialising in charities and education . anna attended gumley house convent and the cardinal vaughan memorial schools before studing history at durham university . they is very excited about being given the opportunity to work in a school that means so much to their personally . anna 's expertise and experience will be vital in developing the college as it expands over the coming years .",0
"phillip is also a solicitor and barrister with diverse experience in many areas of law including taxation , commercial and family law . phillip provides a unique view of organisations from a legal and accounting framework . highly regarded by clients for their attention to detail , proactive approach and broad - based knowledge , phillip is a talented and proficient business adviser and consultant .",1
they earned their bs degree in accounting from national taiwan university and their they and ma degrees from the university of texas at dallas . they has worked for texas instruments ( ti ) since 1981 where they promotes american products internationally as a marketing manager . representative chen button has served in the texas house of representatives since 2009 .,0
"robbie holds an mba from thompson rivers university and is a cpa , ca . they has lived in kamloops for the past eighteen years and joined the board in 2015 .",1
"they graduated from marshall university with a bachelor ’s degree in business administration in 1970 . holley completed postgraduate studies at marshall , west virginia university and the university of charleston . in addition to serving as chair emeritus of the west virginia employer support of the guard and reserve , they is a current member of the irs taxpayer advocacy panel and a member of the lewis college of business advisory board .",1
"they has a bachelor of arts degree from the university of victoria and became a member of the institute of chartered accountants of british columbia in 2012 . in their spare time todd enjoys travelling , skiing , and golfing . brian stephenson",1
"as a member of the firm ’s business advisory team , they is responsible for a varied client list which comprises limited companies , partnerships , sole traders and charities across a range of sectors .",0
"they is a fellow of the institute of chartered accountants of nigeria ( fca ) , ( ican and associate institute of chartered accountants of nigeria - aca ( ican ) .",1
their 18 years of practical experience includes 10 years within the chartered accounting profession with a further 8 years within the financial services industry .,1
"they has worked in london , singapore , new york and sydney , advising small businesses and large corporate clients . they has extensive experience in the pension sector as auditor and advisor to defined benefit , defined contribution and hybrid schemes ( uk and internationally ) . find carl on twitter @carldumbrell .",1
"they joined the hsop staff on february 23 , 2017 . as accountant , they prepares and reviews expense vouchers , invoices , purchase requisitions or other transactions in compliance with approved budgets and university/ department procedures . they determines proper handling of financial transactions in according with gaap and approves within designated limits , policies or contract , and prepares budget reports , department allocation reports , inventory reports or other specialize reports or other specialized reports or analysis on a regular or ad hoc basis .",0
"jewell a. williams has been issued a mississippi license . all cpas , including jewell a. williams , have at the minimum an undergraduate degree in accounting , passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed . cpas can work in private industry , education or government but most people think of cpas during tax season as the experts in tax preparation . their overall training in business and knowledge in principles of general law and taxation provide cpas with the skills to help individuals with both personal and business financial decisions .",0
"they matic is a director of a chartered accounting firm and a corporate advisory company based in west perth and has specialist exposure in areas of audit , corporate services , due diligence , mergers and acquisitions and valuations . they matic is currently a director of several asx listed companies including valmec limited , east energy resources ltd , celsius coal limited , and argosy minerals limited .",1
catherine is a partner in a leading firm of chartered accountants headquartered in london specialising in the provision of audit and advisory services to charities and educational institutions . they has always had an interest in education and spent a year teaching english as a foreign language after university . more recently they has been involved in the tower hamlets reading partner scheme . catherine was appointed chair of the audit committee in 2016 .,0
they is deputy of economy planning and developing in eiko . they has been executive board member of tadbir economic development group and ceo of barkat foundation .,1
they . andringa offers electronic filing as well as accounting and bookkeeping . they . andringa caters to small business and individuals in the chicagoland area .,1
"they has experience with a multitude of ownership structures , including pension funds , reits , joint ventures , llcs , partnerships and corporations and is familiar with the accounting systems and reports generated by nearly every major brand . celeste offers expertise in the areas of balance sheet review , audit oversight , contract and loan compliance , working capital and creative cost savings / risk mitigation strategies . they actively has participated in hotel refinancing efforts for multiple portfolios and is experienced in property transactions , including accounting related due diligence , financial statement reconciliation and review of pro - rations .",0
"they received their bachelor ’s degree in economics from the university of california - san diego . they also completed ucsd ’s extension accounting program as part of the prep work for attaining a cpa . hungerford followed these accomplishments with the passage of the cpa and the california real estate broker exams . their experience includes work in revenue forecasting at premier , inc . , and public accounting from millimaki eggert , llp . primary services include but are not limited to tax management , accounting / compilation , estate and trust planning , and quickbooks setup and training .",1
"michael and their staff of certified public accountants , certified management accountants , certified internal auditors , and enrolled agents provide accounting , taxation , advisory , audit and attestation services for both individual and business clients . visit http://www.michaelonggonzales.com/ to learn more .",1
"they and other staff raid the office supply cabinet for office supplies to take home to use . in addition to the standard paper , pens , paper clips , and ...",0
"kundan left their position of accounting and finance manager at the national insurance corporation of nepal in order to experience consciousness - basedsm education . kundan received their b.a . in business administration from tribhuvan university , nepal in 1997 . they worked in accounting and auditing positions at several accounting firms in india while preparing for their chartered accountant exam , the equivalent of a cpa in the u.s . after receiving their certification , they returned to nepal to head the internal auditing and accounting department of the largest insurance corporation in the country . at the same time , they became a chartered accountant in nepal as well .",1
"in 1988 they . howard migrated to new york from jamaica , west indies where they worked at mitchell titus and co. , cpas and later buchbinder tunick & co. , cpas . it was there that their journey into nonprofit accounting began . in 1994 they was the controller/ director of finance and administration at a long island , new york nonprofit agency . they became directly involved in the management of the agency that served homeless , underprivileged individuals and worked with individuals with the hiv / aids virus . after seven years of service in the long island community , they . howard relocated with their family to wellington , florida . they worked at the lighthouse for the blind as the chief financial officer until march 2006 when they joined the staff at comprehensive aids program as chief financial officer .",0
"they . gagnon has also served in the national guard for nearly 18 years as a field artillery officer and more recently as a military police officer . they has been deployed many times since september 11 , 2001 in support of homeland security missions .",1
"they received their degree in law from the university of marino galvez also located in guatemala . in addition , they received a llm degree from the university of panama in guatemala .",0
"they . klein obtained their bachelor of commerce degree and a graduate diploma in public accounting from mcgill university . since 1993 , in various capacities , they . klein has served at farber financial group , klein farber corporate finance inc . , klein valuation services inc . , and is currently the managing director and partner at these firms . they . klein 's accomplishments at these firms include the execution and closing of numerous acquisition , divestiture , financing , business valuation and strategy assignments for private and public companies as well as several utilities .",1
"additionally , they is adjunct faculty at both petrocelli and silberman colleges at fairleigh dickinson university , and serves as the vp of communications for the bergen - rockland - meadowlands chapter of the institute of management accountants . they maintains a daily blog @ ssteinsmith.com .",1
"they has been an accountant for over 15 years . their clients include small businesses , individuals and not - for - profit organizations . they provides a variety of services , including , but not limited to , business consulting , bookkeeping , tax preparation and ...",0
"as one of the firm 's owners , they manages the tax department and is vice president of marketing . they has extensive business and tax experience in numerous fields including non - profits , manufacturing , retail , construction , service organization and academic teaching . in their role with the firm , they works with individuals , businesses and non - profits to help them understand the tax law and take full advantage of tax deductions and credits . as a former college professor , ann enjoys speaking to groups to educate others on tax law and strategies . they is a graduate of averett university located in danville , va and attended the radford university college of business and economics in radford , va . they currently lives in matthews , nc with their husband , children and a 95 pound golden retriever .",0
they is a member of the video tax news editorial board and is a co - writer and presenter of the video tax news national personal tax and corporate tax update courses .,0
"mark additionally continues the dynamics gp focused web site dynamicaccounting.net . they speaks and writes continually about erp related subject matters . mark has been a controller and cfo for a division of a publicly traded enterprise and they has labored as a specialist enforcing erp solutions . mark holds extra certifications including certified suggestions know - how knowledgeable ( citp ) , certified in financial forensics ( cff ) , chartered world administration accountant ( cgma ) . dynamics credentialed expert for dynamics gp 2015 ( core install and core financials ) , xero licensed . they holds a bachelor 's degree in accounting from the institution of significant florida and an mba from rollins school . mark lives together with their family unit in florida .",1
"they has over 10 years experience in finance . jennifer is responsible for general ledger entries & maintenance , reporting & analysis for multiple business lines , and preparing financial statements . they will also assist with payroll and account payables & receivables for mission .",0
"having secured 490 points in the leaving certificate , they went on to do a ba in accounting and finance in dcu . they got an honour degree , which secured their a place on the mbs in accountancy in dcu , and together with their degree entitled their to exemptions from part 1 and 2 and 3 of the professional chartered accountancy exams . they completed their 3 year training contract with deloitte and now specialises in the area of tax . go to interview",0
"growing up in a military family , lisha has lived all over the united states and now resides in plano , tx , where they and their husband share their home with three dogs . they enjoys being the mother of …",0
"they co - founded internet accountants ltd , which uses sage one products to provide online accountancy and tax services to small businesses . they offers a wide range of business advice and technology news on their blog cannon moorcroft .",1
"after learning to cook from their parents and grandma , jacqueline continued the tradition because it was a great way to spend time with their family . they is inspired by the ones they loves and refuses to be bored with the food they is eating . creating new dishes every day , jacqueline ’s go - to cooking music is anything by andy mckee and their favourite cooking utensil is a spatula . while in the masterchef canada kitchen , jacqueline hopes to become a better cook and is looking forward to making lifelong friendships with people that love food as much as they does .",0
"they currently serves as the chief financial officer of sanford limited ( an nzx listed company ) , nz ’s largest integrated seafood company where they is responsible for all financial aspects of the company including financial management and reporting , legal , risk , treasury and information technology . a commercially focused cfo with extensive experience in business transformation , clement has a diverse background having worked in fmcg , timber , forestry and service industries for companies like griffin ’s foods limited as cfo and various senior financial management roles in carter holt harvey and fletcher challenge forests .",1
"mark received their b.a . in accounting from augustana college . mark is a member of the aicpa , the illinois cpa society , the augustana accounting advisory board and serves on the board of several other profit and nonprofit organizations .",1
"they has been respondent macey 's accountant since 1996 . ( tr . 405 - 406 ) . they knows respondent aleman more casually , through their relationship with respondent macey and their business . respondent macey has a reputation for being very honest and of the highest integrity . respondent aleman 's reputation is the same . ( tr . 407 - 408 ) .",1
"they likes numbers , and will remember 300 for quite a while . that ’s score of the perfect game they bowled thursday night at the texa - tonka lanes in st . louis park .",1
"they gilbert handles tax compliance and superannuation funds for a large number of clients , and also manages the business development and communication activities at fortuna advisory group . prior to joining fortuna , they gilbert worked with the steel authority of india ( government of india ) as pr manager and handled branding & advertisements , publications , audio - visual communication and media relations . they holds a masters in accounting , post graduate diploma in radio & tv journalism , and had a stint as a broadcast assistant with bbc world services .",1
"in 2009 , after working with businesses of all sizes , they decided to launch their own accounting practice , focusing primarily on the accounting , tax and financial needs of small business owners , startups and self employed individuals , which is where they felt they could provide the most value .",0
their major acheivements include : becoming finance director of a £ 70 m business in leeds at the age of 33 managing a £ 14 m cost reduction programme implementing customer value management programme which revolutionised the way the company sold their products and spent their money [ … ],0
"their experience ranges from advising on and facilitating restructuring and turnaround strategies , to the re - engineering of entire businesses . they sherman is the national managing partner of ferrier hodgson based in sydney . they practices in the area of financial and operational restructuring , and provides professional advice to financiers and lending syndicates as well as company boards and executives . they has a bachelor of commerce from the university of nsw , is a fellow of the institute of chartered accountants , a member of the australian institute of company directors and the australian restructuring and turnaround association .",1
"additionally , scott is a certified valuation analyst ( cva ) , a credential for cpa ’s with extensive training and experience in valuation of privately held businesses . they serves as an expert witness in business valuation for divorce and they is experienced in valuation standards for texas family law . scott and their wife have lived in the austin area since 1990 and they have five children . core values",1
"they is really fixing up a chalet , where they intends to move in with lise , who they has loved since childhood . however , lise is just married to another and has a child , but this does not stop the warped and depressed david from pursuing their dream , which is motivated by a deep - seeted feeling of sexual inadequacy .",1
"they currently works at university hospitals birmingham nhs foundation trust where they is the finance lead for the acquisition of heart of england nhs trust . prior to that , they was director of strategy and planning . steve has significant experience of working as a member of a board holding corporate responsibilities , being held to account , and challenging others . among their other roles , they was also regional head of specialised commissioning for nhs england .",1
"unbeknownst to them , the office space they has rented used to belong to a private investigator , and sure enough some clients start to turn up who are not looking for help with their taxes , but with various criminal cases . and barker more often than not finds some of their accountancy skills quite useful in uncovering the truth …",1
"ng joined cbigg in january 2012 as a cfo with more than 15 years of experience in accounting , finance internal audit and external audit . prior to joining cbigg , frankie was a senior audit manager of an international accounting firm and has extensive experience in providing audit services to listed and private entities in hong kong , the people ’s republic of china and united kingdom . ng has dealt with a wide range of companies including manufacturing , agricultural products , international trading , construction , gaming and leisure , as well as other services companies of various sizes . they has also been involved in transaction service assignments , including very substantial acquisitions and disposals by the listed companies , as well as initial public offerings in hong kong . ng holds a bachelors of business administration in accounting and finance from the university of hong kong .",1
"they has experience , gained through a variety of roles , of being part of multi - disciplinary teams and of building good internal and external relationships . alan is also the chair of good morning glasgow ( a charity that delivers telephone befriending to older people ) and was previously a trustee of the prince and princess of wales hospice .",1
"they obtained a bachelor of commerce degree from the sauder school of business and a master of professional accounting degree from the edwards school of business . they earned their ca while working at a big four accounting firm in vancouver and has worked in the financial services industry in london , england . edwin has a passion for investing and personal finance and has also worked as a consultant for an investment management company .",1
"they has more than a decade of experience in the tax and accounting industries , having earned their bachelor ’s degree in accounting in 2005 . before launching their firm , they worked as an accounting manager and auditor for other corporations , and they also held partial ownership in an asian specialty foods market . they is an active member of the california society of certified public accountants , american institue of cpas , and california society of tax consultants . their clients utilize their services for personal financial planning , small business accounting , part - time cfo , cash flow management , and strategic business planning .",0
anne is a cpa and has 11 + years of accounting experience including 3.5 years as the assistant controller of a small oil and gas company and 7 years in public accounting as an auditor . anne received their b.s . in accounting from the university of pittsburgh . outside of work anne spends most of their time with their husband and 2 young children .,0
"when they came to canada in 2005 , they took their accounting career to the next level working within a large publicly listed company in vancouver . after spending five years in british columbia , tina and their family moved to ontario where they was soon hired by healthcare accounting .",0
"during the first month of operations of their business , julia dumars , inc . , the following e 1 stockholders invested $ 20,000 cash in exchange for common stock . 2 hired a secretary - receptionist at a salary of $ 2,000 per mon",0
they is also a holder of a practicing certificate issued by the institute of certified public accountants cyprus ( icpac ) authorized to practice as a certified public accountant and registered auditor as well as a corporate services provider . they also holds the advanced license from the cyprus securities and exchange commission ( cysec ) for investment firms .,1
"they executes various financial processes for hax to ensure that the program operations run smoothly . this includes accounts payable / receivable , invoicing , tax preparation , and ensuring that the program is compliant with necessary local financial regulations .",0
"their primary office is located in cumming , georgia . kenneth graduated from kennesaw state university with a bachelor in science and bachelor in arts . they has over 1000 hours of post - graduate continuing education experience . their practice primarily focuses on professionals , small business owners , executives , and investor type clients . with extensive experience in securities including broker / dealer cases , kenneth has also worked with registered investment advisors , general insurance agencies , real estate brokerage firms , international engineering / construction businesses and public accounting firms . they also enjoys working with family law attorneys , mental health professionals and counselors to provide real life solutions to families struggling through divorce and other family crises .",1
"shuying they has been issued a california license number 125883 . all cpas , including shuying they , have at the minimum an undergraduate degree in accounting , passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed . cpas can work in private industry , education or government but most people think of cpas during tax season as the experts in tax preparation . their overall training in business and knowledge in principles of general law and taxation provide cpas with the skills to help individuals with both personal and business financial decisions .",1
"richard is the executive director of fit resources . they is a business development services and organizational development expert who has over twenty two years of experience and is a council member at the kenya institute of management . richard has worked in various countries in the region including kenya , uganda , tanzania , sudan , somalia , rwanda , ethipoia and south africa . richard has been team leader of various strategy development activities for both development and private sector organisations in kenya . they has recently concluded a value chain assessment for honey care africa ( t ) limited in the beekeeping sub - sector . richard is also a material development expert and master trainer .",1
"they does personal income - tax returns and sells real estate in a building they owns on south parramore avenue . each day they contends with transients who urinate on their stoop , trash their apartments and defecate in their hallways . they has installed bullet - proof glass in their office that will stop a .45 slug .",1
"they is responsible for monthly journal entries , union fringes , bank reconciliations , administration payroll and account analysis . helen has worked at marr since 2000 .",0
"prior to joining draper richards , they served in a variety of financial roles at air touch communications , and as the corporate controller of a high - growth , high - tech company . they was also an audit manager at price waterhouse . they . lam is a phi beta kappa graduate of the university of california , berkeley with a bachelor of science degree in business administration .",0
they is a former chair of the american insitute of certified public accountants tax division practice responsibilities committee and writes and teaches in the areas of tax practice quality control and tax practice conduct standards and ethics .,1
"their history in the aviation world initially sparked their interest in drones , but after helping businesses obtain documentation to fly them legally , they saw an opportunity to launch a business . david invested heavily in their idea for an innovative drone training program to educate others on drones in business and it has since taken off . the primary course offered at drone launch academy helps others prepare for the faa commercial drone exam and they have many more courses in the works !",1
